id	filename	md5	size	state
a282ee90-541d-4b83-be32-14ca5645a320	TCGA-FA-A7DS-01Z-00-DX1.62649098-BD0B-40F6-9629-3A53C507811A.svs	ef09031b862a6a9ed74802dac70dae8d	1394785989	released
465c44ea-fe8c-405e-8e21-c593b009d374	TCGA-AR-A1AN-01Z-00-DX1.1118F9FE-6DF2-4496-B102-D3A10D332EC0.svs	6caba0deae5714c06cff28b46d54a013	409192837	released
c7fc4460-8987-4996-8abb-0f52c7e348c2	TCGA-E2-A1L8-01Z-00-DX1.842BF73D-2D64-4ABA-880D-DBE8F4C2AA19.svs	a2535af6616ab7f16c852c51061a4f7a	330102175	released
2d82f850-0edd-4737-99c1-1060d0f51340	TCGA-A2-A0T1-01Z-00-DX1.CD1E9C46-18A3-466B-AA0B-24F3055FA851.svs	025a14c19abb060da3f6846643999f0e	1084575909	released
e4743080-e74f-4214-bb26-a5ff5a03b032	TCGA-C8-A26V-01Z-00-DX1.6E86DF74-D575-4969-8142-963D9DF5208F.svs	38965d5f44bb7a4d62f1d99daef6e4a9	829484135	released
006984cf-35fc-4bc3-a0db-7f5b68de4a6e	TCGA-A2-A3XT-01Z-00-DX1.336D6C78-576A-481B-8C83-F3A0FC4B182C.svs	1582957f91819bc8eb589f8bcff78bac	1339884711	released
8aecf9c0-9777-4ed3-b5cc-c857a0291b6c	TCGA-AC-A2FB-01Z-00-DX1.A4D93E32-BBD7-45E4-8ACF-3724B059ECBC.svs	41a673b9bd6036fb715003700ef86324	188610284	released
89390bcb-3498-4763-8403-0a9012e66aa5	TCGA-OK-A5Q2-01Z-00-DX1.0D169898-37C6-44CA-AC87-27887123AA6F.svs	9b9b51881903f858c68520b9e5d6d87b	1470823965	released
d0057c5b-a658-4259-9f05-aa310a8d1e74	TCGA-E9-A1NF-01Z-00-DX1.08779060-F710-45CB-A016-56D3C5B745E0.svs	9a6cf2848c05127cdd357884f9fe983b	778530835	released
175dd073-e97c-4533-8dee-6ba2069dc87f	TCGA-A8-A076-01Z-00-DX1.BAAC4F9C-0C04-42FB-95F4-D765305089B8.svs	0d2d2825694aca065dc41bbde48109b2	1016046268	released
e5806a73-54c4-43d1-a44b-db5f43c8e832	TCGA-E9-A5FL-01Z-00-DX1.FB810D6A-303E-45DF-BEF1-D9CE83B4417E.svs	974165ecf6416fbee667776e21e4e489	841538215	released
bbc64b90-9cd1-4ca6-81e4-560275c073f3	TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F.svs	a24a50b372ef113d10ebaa1b0b667c32	650975215	released
f935cbf5-2afc-4baa-8bf8-c77c0c7d76ed	TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4.svs	ab9247aa60430c29eecd9070a7ca2158	534447883	released
e7d1ac4e-b60c-4fd2-beef-2abd5e4571f6	TCGA-E2-A1LG-01Z-00-DX1.8ff0fdd8-e5d5-4ff8-8707-4a760aaa5d36.svs	ba2dd2dac9c86fa1edd4f4d0f6150e4d	613844379	released
efed91ed-3aea-486a-bfed-b14fbc8f2d3e	TCGA-EW-A423-01Z-00-DX2.5EF1CF39-600A-4ED3-A5A2-AF4435A5F8B5.svs	46cc3fef5309b49d13899a6e4b9bde9f	2199647358	released
cd52f83a-2d20-4ee3-991b-fe3bd40384f7	TCGA-D8-A1Y3-01Z-00-DX2.B9BD14AF-52A6-4241-B3B3-03F8F5DFC8DA.svs	146f3b842b06bd5071e0678e822102d8	1936593579	released
7dd13c9e-e6c9-409e-91b2-6e83ee12246b	TCGA-B6-A0IG-01Z-00-DX1.4238CB6E-0561-49FD-9C49-9B8AEAFC4618.svs	ce8adbee8c345257b8ccd2c6557c374b	1695050779	released
471a120c-a28e-4e29-b53a-4dc7e3b7c33d	TCGA-AN-A0AL-01Z-00-DX1.D9E446A3-175F-4242-AFC1-78FFE3FC9AC4.svs	81a176b7b2ed39fa9aa7f0b77c323e81	1304505591	released
6fe353a0-4a1c-463e-bfd6-c7a43323ca01	TCGA-AC-A5EH-01Z-00-DX1.DF59B26B-379F-4047-B7AE-4493810D30A0.svs	cdd0b3787d6df68b264918c39b6a0fc1	293901956	released
c3200120-e484-45cd-97f4-30d0635c7938	TCGA-GI-A2C9-01Z-00-DX1.90181423-51ED-41FE-9B8F-973A67793D4F.svs	7fc429a26aa1da183cfba912f6e1a550	237089963	released
20d69f17-d957-4dc2-ae29-3f28a9518868	TCGA-B6-A0IE-01Z-00-DX1.E6C4E5C0-338C-481D-B691-0385E8D090B1.svs	63f06e4c39dbf17671d7e036c8c0f33c	1487599029	released
f78dc3fd-21c7-4aa5-a16f-87392cc1a4d4	TCGA-A8-A084-01Z-00-DX1.2B52D1B8-5AD4-4BD6-ADF7-9D65B8EE2621.svs	9b83497a97110df27fbee3395d70b9df	725165054	released
632e0879-7531-427c-ac37-a0bbbcd52998	TCGA-A2-A0EP-01Z-00-DX1.1180C406-5C18-4373-8621-1B7B70875113.svs	cff54384b50a3c751f8e789fe7011bbc	627890703	released
c2d93ecc-ec8e-46c6-9d51-3dc71be1d252	TCGA-GM-A2DC-01Z-00-DX1.39F956BB-52D0-4385-9923-4D7D36D78862.svs	b35920178890bc40ffd048f8fe8c2ef8	999370311	released
682e4d74-2200-4f34-9e96-8dee968b1568	TCGA-E9-A24A-01Z-00-DX1.F0342837-5750-4172-B60D-5F902E2A02FD.svs	6e1e70b9f25df8c32ad0df68c4e29805	510874687	released
